age,gender,city,annual_income,product_category,purchase_amount,payment_method,is_returned
23,Other,New York,91644,Home,35.74,Debit Card,TRUE
59,Male,Houston,35276,Electronics,267.8,Debit Card,TRUE
26,Other,Houston,92070,Sports,622.46,PayPal,FALSE
28,Other,Los Angeles,109415,Clothing,673.01,PayPal,TRUE
55,Other,San Antonio,33365,Sports,310.4,Debit Card,TRUE
55,Male,Los Angeles,120520,Home,1005.09,Credit Card,TRUE
40,Female,Los Angeles,99827,Beauty,439.05,PayPal,TRUE
44,Female,Philadelphia,137784,Sports,689.47,Debit Card,FALSE
29,Other,Phoenix,126180,Beauty,670.41,UPI,FALSE
45,Female,Philadelphia,138230,Clothing,1017.93,Credit Card,FALSE
46,Other,San Jose,61963,Sports,468.11,PayPal,TRUE
49,Female,Houston,141536,Home,479.12,PayPal,FALSE
35,Female,Dallas,145385,Electronics,878.46,Debit Card,TRUE
33,Other,Houston,124381,Sports,520.29,UPI,FALSE
19,Female,Houston,42196,Home,130.11,PayPal,FALSE
53,Other,Dallas,99588,Home,355.41,PayPal,FALSE
35,Male,Houston,70189,Home,186.97,Credit Card,TRUE
30,Female,San Jose,58361,Beauty,434.11,PayPal,TRUE
30,Male,Phoenix,68829,Electronics,167.21,Debit Card,FALSE
20,Other,Chicago,37146,Sports,208.87,Credit Card,TRUE
54,Female,Philadelphia,67268,Clothing,322.89,Credit Card,FALSE
48,Female,San Diego,44953,Electronics,371.16,Credit Card,TRUE
27,Female,Los Angeles,136318,Clothing,779.17,Credit Card,FALSE
56,Male,Dallas,108135,Sports,859.59,UPI,FALSE
37,Female,Phoenix,142743,Beauty,851.83,Credit Card,TRUE
31,Other,Los Angeles,111987,Clothing,253.99,Debit Card,TRUE
53,Female,San Diego,39838,Beauty,69.08,UPI,FALSE
20,Female,San Diego,60340,Electronics,182.43,Debit Card,FALSE
58,Male,San Antonio,107304,Electronics,716.75,Debit Card,TRUE
35,Male,Chicago,138348,Home,220.52,PayPal,FALSE
25,Other,San Antonio,91433,Home,635.37,UPI,FALSE
23,Female,Philadelphia,108385,Beauty,64.02,PayPal,TRUE
23,Other,San Jose,60005,Electronics,577.65,PayPal,TRUE
29,Female,Phoenix,91669,Clothing,484.55,UPI,FALSE
23,Female,Philadelphia,91605,Electronics,330.7,Debit Card,FALSE
44,Other,San Antonio,120921,Beauty,611.33,Credit Card,FALSE
23,Male,San Antonio,71224,Beauty,190.42,Credit Card,FALSE
44,Female,San Jose,37104,Sports,75.63,UPI,TRUE
31,Female,San Diego,65003,Sports,362.87,Credit Card,TRUE
58,Other,Chicago,109806,Home,882.1,Credit Card,FALSE
23,Male,San Diego,59451,Electronics,590,Debit Card,FALSE
63,Female,San Antonio,68254,Sports,354.03,UPI,TRUE
47,Male,San Jose,102255,Beauty,165.4,Debit Card,TRUE
35,Female,Philadelphia,131276,Beauty,1042.6,PayPal,TRUE
36,Other,San Jose,125164,Sports,391.24,Debit Card,FALSE
52,Other,Dallas,93483,Sports,334.88,UPI,FALSE
30,Female,Houston,121422,Sports,308.45,Credit Card,FALSE
65,Female,San Antonio,91993,Clothing,654.18,UPI,TRUE
26,Female,Los Angeles,95836,Sports,925.82,Credit Card,FALSE
18,Other,Chicago,124692,Electronics,201.09,UPI,FALSE
39,Other,Los Angeles,111691,Home,780.55,UPI,FALSE
58,Female,Dallas,124203,Electronics,1105.02,Credit Card,TRUE
58,Male,Los Angeles,119705,Sports,1104.29,Credit Card,TRUE
46,Male,New York,51805,Home,362.7,Credit Card,FALSE
40,Male,Dallas,79131,Sports,349.82,Debit Card,TRUE
29,Female,San Jose,40350,Clothing,249.08,UPI,TRUE
32,Female,Phoenix,90443,Electronics,583.49,UPI,FALSE
61,Female,Philadelphia,101643,Beauty,177.69,PayPal,FALSE
62,Female,Houston,62780,Sports,293.62,UPI,TRUE
33,Other,Phoenix,79986,Home,464.31,Credit Card,FALSE
35,Other,New York,31061,Beauty,178.48,UPI,FALSE
32,Male,Houston,109569,Beauty,883.01,PayPal,TRUE
58,Other,New York,42735,Home,386.9,UPI,TRUE
55,Male,Phoenix,77823,Home,574.11,UPI,TRUE
30,Female,Dallas,47322,Beauty,374.21,PayPal,TRUE
34,Female,Phoenix,149806,Home,1240.69,Credit Card,FALSE
22,Male,San Antonio,48449,Beauty,367.76,PayPal,TRUE
43,Male,San Diego,31824,Home,88.84,PayPal,FALSE
58,Male,San Diego,78689,Electronics,99.29,PayPal,TRUE
59,Female,Phoenix,38285,Sports,246.06,Credit Card,TRUE
20,Female,Los Angeles,34877,Electronics,111.01,Debit Card,TRUE
42,Other,Dallas,89459,Sports,343.16,Debit Card,FALSE
59,Other,San Antonio,42978,Home,359.73,Credit Card,FALSE
31,Male,Philadelphia,88115,Electronics,401.63,PayPal,FALSE
21,Male,San Diego,82184,Electronics,238.63,Debit Card,TRUE
21,Male,San Jose,133126,Clothing,461.73,Credit Card,TRUE
55,Male,Philadelphia,58305,Clothing,476.23,Credit Card,FALSE
27,Male,Los Angeles,47038,Electronics,258.43,Debit Card,TRUE
40,Other,Philadelphia,133544,Electronics,1058.55,Debit Card,FALSE
21,Other,Los Angeles,46614,Electronics,348.15,UPI,FALSE
41,Female,Dallas,97271,Clothing,585.37,Credit Card,FALSE
47,Male,San Diego,114323,Sports,1102.93,UPI,TRUE
49,Male,Los Angeles,123375,Home,1124.57,Debit Card,TRUE
26,Other,Dallas,66046,Home,417.3,UPI,FALSE
47,Male,Los Angeles,96263,Beauty,590.4,Debit Card,FALSE
46,Female,San Diego,146403,Sports,357.11,UPI,TRUE
38,Female,Philadelphia,85936,Clothing,280.39,UPI,TRUE
23,Female,Los Angeles,139022,Home,144.11,Debit Card,TRUE
55,Other,Los Angeles,103608,Sports,591.03,PayPal,FALSE
64,Other,Phoenix,36743,Home,356.05,Credit Card,TRUE
27,Male,Philadelphia,116079,Beauty,571.74,PayPal,TRUE
35,Female,Dallas,105248,Beauty,254.32,Credit Card,FALSE
19,Female,Philadelphia,53647,Home,154.4,Credit Card,TRUE
27,Male,Chicago,104228,Electronics,692.28,Credit Card,TRUE
42,Male,Philadelphia,85028,Home,395.02,PayPal,TRUE
21,Other,New York,50392,Electronics,87.81,PayPal,FALSE
60,Female,San Antonio,85576,Home,424.41,Debit Card,TRUE
40,Other,San Jose,86349,Sports,111.11,PayPal,TRUE
32,Male,New York,81807,Clothing,805.6,PayPal,TRUE
26,Female,Los Angeles,130160,Electronics,351.96,UPI,FALSE
29,Other,Houston,46932,Beauty,184.26,PayPal,TRUE
43,Female,New York,142953,Sports,1068.15,Credit Card,FALSE
54,Other,San Antonio,86267,Home,502.02,Credit Card,FALSE
19,Other,San Diego,72568,Home,136.74,Credit Card,FALSE
24,Female,Dallas,61891,Electronics,276.63,UPI,FALSE
65,Male,Los Angeles,74500,Beauty,176.67,Credit Card,TRUE
40,Other,Chicago,76019,Clothing,557.09,Credit Card,TRUE
34,Male,Los Angeles,55856,Clothing,106.14,UPI,FALSE
54,Other,San Jose,129598,Beauty,761.88,PayPal,FALSE
27,Female,Phoenix,87640,Home,76.18,Credit Card,FALSE
50,Female,New York,39724,Electronics,128.79,PayPal,FALSE
22,Male,San Jose,114497,Beauty,992.65,UPI,FALSE
55,Other,New York,102655,Sports,980.51,Debit Card,FALSE
56,Male,San Diego,92341,Electronics,472.18,PayPal,TRUE
50,Male,San Diego,114689,Sports,216.89,Debit Card,FALSE
41,Female,San Jose,67079,Electronics,268.09,PayPal,TRUE
39,Female,Phoenix,42387,Home,240.25,Debit Card,FALSE
23,Female,Phoenix,106380,Sports,713.11,Debit Card,TRUE
37,Female,Chicago,103259,Beauty,401.83,Credit Card,FALSE
50,Female,Chicago,77425,Clothing,29.32,PayPal,FALSE
30,Male,Los Angeles,59693,Home,596.92,Credit Card,TRUE
60,Other,Chicago,74140,Beauty,651.59,UPI,TRUE
28,Other,Chicago,53703,Sports,448.27,Credit Card,FALSE
41,Female,San Jose,118652,Home,860.46,UPI,TRUE
52,Female,Houston,61348,Home,198.32,UPI,FALSE
36,Other,San Antonio,131990,Clothing,520.35,Debit Card,TRUE
34,Female,Dallas,36839,Electronics,238.85,Credit Card,FALSE
23,Female,Dallas,130023,Clothing,230.28,UPI,TRUE
32,Female,New York,137046,Sports,633.3,Credit Card,FALSE
50,Male,Philadelphia,79015,Clothing,198.38,Credit Card,FALSE
24,Female,Chicago,139992,Clothing,1008.52,Credit Card,FALSE
48,Other,San Diego,121235,Sports,1011.69,Credit Card,TRUE
19,Male,Dallas,63544,Beauty,147,UPI,TRUE
36,Male,Houston,61147,Sports,192.69,UPI,TRUE
25,Other,Dallas,139666,Electronics,1266.83,Debit Card,TRUE
36,Female,Houston,86261,Beauty,18.57,UPI,TRUE
60,Female,Los Angeles,117584,Beauty,122.17,Credit Card,FALSE
48,Female,Phoenix,35706,Electronics,229.57,PayPal,TRUE
40,Other,Los Angeles,61604,Beauty,454.81,PayPal,TRUE
20,Other,Chicago,76176,Sports,422.85,UPI,TRUE
26,Female,New York,38270,Home,276.2,Debit Card,TRUE
30,Female,Dallas,146102,Sports,89.22,UPI,FALSE
20,Female,Philadelphia,128735,Electronics,841.88,PayPal,FALSE
25,Female,San Diego,134771,Sports,513.02,PayPal,TRUE
49,Other,Phoenix,120710,Electronics,612.69,UPI,TRUE
45,Male,Dallas,108964,Home,1084.41,PayPal,TRUE
23,Female,San Diego,72981,Beauty,487.29,UPI,TRUE
62,Male,Philadelphia,88183,Beauty,321.44,UPI,FALSE
58,Male,San Antonio,133740,Home,1269.12,Debit Card,TRUE
27,Female,New York,141236,Clothing,869.2,Credit Card,TRUE
59,Other,New York,78015,Beauty,292.48,Debit Card,FALSE
41,Male,San Jose,78760,Clothing,358.41,PayPal,FALSE
38,Male,New York,115139,Clothing,337.49,UPI,FALSE
53,Female,San Diego,45435,Clothing,125.65,PayPal,FALSE
30,Male,San Diego,46074,Clothing,70.5,UPI,TRUE
61,Other,Philadelphia,140824,Electronics,1389.71,PayPal,FALSE
28,Other,Chicago,123298,Home,882.04,Debit Card,TRUE
30,Female,New York,133817,Home,208.89,PayPal,FALSE
53,Male,Los Angeles,47009,Home,291.32,UPI,FALSE
51,Other,Los Angeles,83843,Clothing,648.76,PayPal,TRUE
46,Female,Chicago,91057,Beauty,625.11,Debit Card,TRUE
45,Male,Los Angeles,95911,Beauty,875.19,Debit Card,FALSE
28,Other,Houston,51229,Home,172.24,PayPal,TRUE
34,Other,Phoenix,55729,Clothing,357.98,PayPal,TRUE
50,Other,Chicago,114015,Clothing,211.23,PayPal,TRUE
19,Other,San Jose,40646,Home,26.24,Debit Card,FALSE
57,Other,Dallas,113753,Home,56.51,PayPal,FALSE
33,Female,Phoenix,135472,Sports,1098.95,Credit Card,TRUE
28,Female,Houston,87619,Home,374.4,Debit Card,FALSE
63,Female,San Antonio,71853,Clothing,531.36,PayPal,TRUE
38,Female,San Diego,61685,Clothing,294.33,Debit Card,TRUE
21,Other,San Antonio,68038,Clothing,643.96,Debit Card,FALSE
54,Male,San Diego,124519,Beauty,406.51,UPI,FALSE
37,Female,Dallas,95191,Sports,40.66,Debit Card,TRUE
55,Female,San Diego,76254,Beauty,51.61,UPI,FALSE
52,Female,Chicago,31071,Home,264.17,PayPal,FALSE
41,Other,Dallas,35930,Clothing,148.24,PayPal,FALSE
22,Other,Phoenix,80639,Beauty,414.62,Credit Card,TRUE
24,Female,Dallas,81629,Home,314.87,Debit Card,TRUE
56,Male,New York,96731,Electronics,399.85,Debit Card,FALSE
48,Other,Dallas,98069,Clothing,458.81,PayPal,FALSE
28,Other,Phoenix,81505,Beauty,807.55,PayPal,FALSE
63,Male,Philadelphia,103783,Home,325.67,Credit Card,FALSE
55,Other,New York,70327,Beauty,563.19,UPI,FALSE
59,Other,San Jose,132616,Clothing,1289.84,Credit Card,FALSE
28,Other,San Antonio,98712,Clothing,628.25,Debit Card,TRUE
54,Male,San Diego,121818,Home,155.56,UPI,TRUE
44,Other,San Jose,120505,Sports,264.89,Credit Card,TRUE
51,Other,San Diego,57176,Beauty,325.71,UPI,FALSE
29,Female,Dallas,90249,Home,824.77,PayPal,FALSE
30,Female,Houston,62311,Home,182.84,PayPal,TRUE
62,Female,Philadelphia,122404,Beauty,611.07,PayPal,FALSE
25,Female,San Antonio,105166,Home,718.38,Debit Card,FALSE
20,Male,Philadelphia,67700,Sports,647.35,PayPal,FALSE
31,Female,Dallas,56485,Home,469.61,Debit Card,TRUE
57,Male,New York,127110,Beauty,756.42,Debit Card,TRUE
21,Other,San Diego,43133,Electronics,183.33,Debit Card,TRUE
53,Female,San Diego,50701,Clothing,212.32,PayPal,FALSE
36,Male,San Jose,114659,Clothing,89.41,Credit Card,TRUE
44,Male,San Antonio,145637,Sports,1224.59,Debit Card,FALSE
20,Other,Los Angeles,31214,Home,97.52,PayPal,FALSE
59,Male,Dallas,101211,Sports,540.3,PayPal,TRUE
25,Female,Phoenix,73343,Clothing,131.46,Credit Card,FALSE
36,Male,Chicago,104420,Beauty,711.01,UPI,FALSE
50,Other,Los Angeles,72982,Clothing,76.63,Debit Card,FALSE
38,Female,Houston,62512,Sports,16.69,PayPal,FALSE
37,Male,Phoenix,106344,Home,774.64,Debit Card,TRUE
60,Male,San Antonio,45495,Beauty,216.6,PayPal,TRUE
58,Male,Houston,68671,Clothing,261.08,UPI,TRUE
47,Female,San Antonio,128007,Beauty,1266.07,UPI,TRUE
33,Male,Dallas,119173,Sports,905.29,PayPal,TRUE
54,Other,Dallas,44707,Clothing,36,Debit Card,TRUE
38,Male,Houston,141999,Beauty,752.5,UPI,TRUE
50,Female,Chicago,88390,Beauty,718.18,UPI,FALSE
54,Other,Phoenix,37567,Electronics,213.24,UPI,FALSE
18,Male,New York,127754,Sports,298.36,PayPal,TRUE
52,Male,San Diego,37897,Electronics,354.67,PayPal,FALSE
29,Other,San Antonio,130790,Home,199.74,UPI,FALSE
42,Other,Dallas,79236,Clothing,78.16,PayPal,TRUE
29,Male,Houston,100419,Electronics,406.9,Credit Card,FALSE
47,Female,Dallas,118276,Sports,857.16,Debit Card,TRUE
47,Male,Los Angeles,75371,Electronics,129.65,UPI,TRUE
33,Other,New York,57011,Sports,49,Credit Card,TRUE
65,Male,Dallas,35798,Clothing,148.28,Credit Card,TRUE
50,Other,San Jose,67914,Home,169.43,PayPal,TRUE
37,Other,Dallas,144852,Clothing,232.34,UPI,FALSE
35,Other,Chicago,37989,Sports,214.86,UPI,TRUE
40,Other,Philadelphia,114320,Sports,774.99,UPI,TRUE
37,Other,San Diego,79343,Clothing,158.85,Debit Card,FALSE
63,Male,Dallas,48920,Sports,396.09,UPI,TRUE
42,Female,Los Angeles,61831,Sports,166.88,PayPal,TRUE
52,Male,Phoenix,124972,Sports,1040.79,Credit Card,TRUE
30,Other,Dallas,135467,Clothing,1038.3,UPI,TRUE
39,Male,Houston,69739,Clothing,668.02,Credit Card,FALSE
33,Male,San Antonio,121177,Clothing,741.98,PayPal,FALSE
42,Female,Phoenix,91112,Home,494.72,PayPal,FALSE
47,Other,San Diego,42924,Home,346.29,Debit Card,FALSE
38,Male,Chicago,84254,Electronics,54.6,PayPal,FALSE
36,Male,San Antonio,49976,Beauty,106.08,Debit Card,FALSE
53,Female,Phoenix,115800,Sports,1093.84,UPI,FALSE
28,Male,Chicago,126045,Beauty,1007.2,UPI,TRUE
52,Other,New York,114123,Electronics,1093.4,Credit Card,TRUE
44,Male,Los Angeles,48021,Clothing,406.11,Credit Card,TRUE
50,Other,San Jose,89770,Sports,346.28,UPI,TRUE
18,Male,New York,99758,Beauty,559.25,PayPal,FALSE
19,Other,San Antonio,95826,Clothing,782.8,Credit Card,TRUE
51,Other,Dallas,49516,Home,126.83,PayPal,FALSE
43,Female,San Diego,40357,Beauty,155.61,Debit Card,TRUE
37,Male,New York,119658,Electronics,994.96,UPI,FALSE
42,Other,New York,102443,Clothing,498.37,Credit Card,FALSE
45,Other,Los Angeles,114529,Beauty,903.28,Credit Card,TRUE
31,Other,San Diego,148131,Home,1289.86,Credit Card,TRUE
61,Other,New York,66749,Clothing,601.63,PayPal,TRUE
31,Other,San Antonio,106943,Electronics,172.51,PayPal,TRUE
54,Female,Dallas,61519,Home,353.96,UPI,TRUE
62,Other,Philadelphia,124917,Electronics,120.99,Credit Card,FALSE
32,Other,San Jose,139926,Beauty,132.23,UPI,FALSE
19,Female,San Diego,113115,Clothing,325.61,PayPal,FALSE
45,Other,San Antonio,54345,Electronics,372.86,PayPal,TRUE
63,Male,San Antonio,39634,Clothing,39.79,UPI,FALSE
41,Female,San Diego,43965,Home,48.23,PayPal,TRUE
26,Female,Dallas,41442,Beauty,84.39,UPI,TRUE
19,Male,San Jose,41746,Beauty,153.14,PayPal,FALSE
18,Male,Dallas,68253,Clothing,290.44,Debit Card,FALSE
28,Female,San Diego,48198,Clothing,136.66,Credit Card,TRUE
45,Female,Los Angeles,66170,Home,286.3,PayPal,TRUE
64,Other,Houston,111924,Sports,566.21,Credit Card,TRUE
37,Female,San Jose,30887,Sports,293.38,PayPal,FALSE
39,Other,San Jose,86441,Clothing,708.1,PayPal,FALSE
56,Female,Chicago,121133,Sports,262.66,PayPal,FALSE
65,Other,Houston,121089,Home,775.27,UPI,FALSE
43,Other,Houston,77843,Beauty,102.45,Debit Card,TRUE
64,Male,San Diego,90505,Home,854.47,Credit Card,FALSE
61,Female,Houston,95444,Home,149.27,Debit Card,FALSE
42,Other,San Diego,39694,Beauty,182.63,UPI,FALSE
52,Female,Dallas,34818,Beauty,276.77,Credit Card,TRUE
33,Male,San Jose,116193,Electronics,780.12,UPI,FALSE
45,Female,Houston,43886,Beauty,13.31,Debit Card,FALSE
41,Other,San Jose,81266,Beauty,385.04,Debit Card,FALSE
19,Female,Los Angeles,93277,Electronics,114.23,Debit Card,FALSE
37,Male,Dallas,74966,Sports,349.51,PayPal,FALSE
24,Female,Philadelphia,87431,Electronics,636.11,PayPal,TRUE
63,Female,Los Angeles,45084,Clothing,19,Debit Card,TRUE
53,Female,San Diego,50989,Clothing,175.59,UPI,TRUE
29,Female,New York,113948,Beauty,756.8,Debit Card,FALSE
55,Other,Houston,86302,Clothing,346.12,PayPal,TRUE
54,Other,Chicago,43336,Home,348.21,PayPal,TRUE
47,Female,Dallas,44936,Home,124.52,UPI,FALSE
55,Female,San Jose,44972,Clothing,162.33,PayPal,TRUE
61,Male,Phoenix,47556,Electronics,155.47,Debit Card,FALSE
62,Female,San Jose,48528,Clothing,252.64,UPI,FALSE
29,Other,Chicago,93788,Beauty,602.86,Debit Card,FALSE
36,Female,San Jose,48388,Electronics,98.4,PayPal,TRUE
49,Female,Dallas,47895,Beauty,101.17,UPI,FALSE
61,Female,San Diego,94451,Clothing,403.61,Credit Card,TRUE
32,Male,Dallas,68284,Home,35.54,Debit Card,FALSE
54,Female,Dallas,127323,Beauty,989.42,Credit Card,TRUE
35,Female,Dallas,131595,Electronics,726.73,UPI,TRUE
45,Other,Houston,43423,Home,321.88,Credit Card,FALSE
34,Male,San Diego,75688,Electronics,654.67,Debit Card,TRUE
65,Other,San Jose,107060,Sports,744.44,Debit Card,TRUE
31,Male,San Jose,136630,Home,304.42,PayPal,TRUE
38,Other,Phoenix,122281,Beauty,375.14,Credit Card,TRUE
44,Other,Chicago,37770,Clothing,374.92,Debit Card,TRUE
63,Other,San Antonio,72217,Sports,600.78,Debit Card,FALSE
58,Male,Los Angeles,84293,Sports,326.78,PayPal,FALSE
47,Male,Los Angeles,93968,Sports,320.19,PayPal,TRUE
52,Female,Houston,82129,Sports,191.75,PayPal,FALSE
36,Male,San Jose,74270,Sports,413.21,PayPal,TRUE
20,Female,New York,43051,Electronics,272.8,Debit Card,FALSE
47,Female,Houston,30088,Clothing,298.47,PayPal,TRUE
35,Female,Los Angeles,42234,Home,279.38,Debit Card,TRUE
43,Other,Houston,111999,Sports,357.72,Credit Card,TRUE
18,Male,San Jose,57973,Clothing,282.49,UPI,TRUE
18,Male,San Antonio,121173,Clothing,432.23,UPI,TRUE
32,Male,Los Angeles,80209,Home,86.26,PayPal,FALSE
26,Male,Chicago,80164,Electronics,623.67,Credit Card,TRUE
46,Other,Chicago,76030,Sports,553.49,UPI,TRUE
23,Male,San Jose,147518,Sports,174.74,PayPal,FALSE
38,Female,Los Angeles,133688,Clothing,209.94,PayPal,TRUE
60,Other,San Jose,144796,Beauty,457,Debit Card,FALSE
36,Male,San Diego,114694,Sports,84.27,Credit Card,TRUE
49,Other,New York,113634,Home,684.13,PayPal,TRUE
42,Female,Philadelphia,142828,Beauty,1202.89,Debit Card,FALSE
22,Male,Phoenix,32187,Clothing,191.71,Credit Card,TRUE
43,Other,Dallas,96402,Sports,289.94,UPI,FALSE
23,Other,Chicago,113956,Home,622.01,Credit Card,FALSE
23,Male,Dallas,97017,Home,894.99,UPI,TRUE
37,Male,New York,121576,Clothing,545.56,Credit Card,FALSE
25,Male,Phoenix,89424,Clothing,554.47,Credit Card,TRUE
63,Male,San Diego,47984,Home,339.47,PayPal,TRUE
41,Female,Los Angeles,46637,Electronics,352.01,PayPal,FALSE
35,Other,San Jose,98662,Electronics,81.49,UPI,FALSE
50,Other,Chicago,77202,Home,57.38,Debit Card,FALSE
24,Other,Los Angeles,147213,Clothing,857.42,Credit Card,TRUE
18,Female,San Antonio,62053,Clothing,40.37,Debit Card,TRUE
53,Other,San Antonio,135265,Clothing,1238.58,PayPal,TRUE
44,Male,San Jose,124409,Home,414.95,Credit Card,TRUE
29,Male,San Antonio,59253,Electronics,478.91,UPI,FALSE
37,Female,New York,72899,Home,76.29,Debit Card,FALSE
54,Other,Houston,132826,Sports,422.16,PayPal,FALSE
30,Male,Chicago,126005,Electronics,1137.11,UPI,TRUE
32,Other,New York,100981,Home,363.02,Credit Card,FALSE
65,Male,Dallas,125317,Clothing,402.72,UPI,FALSE
21,Male,New York,48661,Clothing,349.1,UPI,FALSE
47,Male,Dallas,128028,Clothing,132.13,UPI,TRUE
55,Other,Chicago,104425,Clothing,84.62,PayPal,FALSE
38,Other,Philadelphia,134964,Home,546.73,UPI,FALSE
32,Male,San Jose,39789,Electronics,375.88,Debit Card,TRUE
28,Female,Los Angeles,88925,Beauty,423.94,PayPal,TRUE
46,Male,Los Angeles,70410,Clothing,333.8,PayPal,TRUE
31,Male,Los Angeles,139566,Clothing,1199.49,PayPal,FALSE
50,Female,Chicago,36416,Electronics,248.95,UPI,FALSE
53,Male,San Diego,128052,Electronics,715.96,Debit Card,TRUE
18,Male,Chicago,38083,Clothing,317.52,UPI,FALSE
61,Male,San Jose,112614,Beauty,1057.25,PayPal,TRUE
19,Other,San Diego,38450,Clothing,82.2,Credit Card,FALSE
